Run_accession	datePubli	sraID	BioSample	collection_date	geo_loc_name	lat_lon	list_extra	BioProject	title	abstract	ext_link_db	ext_link_id	ext_link_label	strain	isolate	specie	Isolate_accession_number	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin
SRR2101285	2015-07-17 00:02:14	SRA277626	SAMN03648532	missing	missing	missing	[{'isolate': '04d2c2ea-587a-4b83-82f0-6bd65dd500d1'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		04d2c2ea-587a-4b83-82f0-6bd65dd500d1	Mycobacterium tuberculosis	SAMN03648532	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101286	2015-07-23 22:30:21	SRA277626	SAMN03648533	missing	missing	missing	[{'isolate': 'ac9bbb86-fa99-4738-89de-ebe6edae84fe'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		ac9bbb86-fa99-4738-89de-ebe6edae84fe	Mycobacterium tuberculosis	SAMN03648533	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101287	2015-07-17 00:02:14	SRA277626	SAMN03648534	missing	missing	missing	[{'isolate': '49f307e3-5cf4-47ae-909d-37685338329d'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		49f307e3-5cf4-47ae-909d-37685338329d	Mycobacterium tuberculosis	SAMN03648534	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101288	2015-07-17 00:02:14	SRA277626	SAMN03648535	missing	missing	missing	[{'isolate': '4c0306ba-a82a-40ec-8852-9e21b9540d36'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		4c0306ba-a82a-40ec-8852-9e21b9540d36	Mycobacterium tuberculosis	SAMN03648535	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101289	2015-07-17 00:02:01	SRA277626	SAMN03648536	missing	missing	missing	[{'isolate': '22d32a62-d0ae-4194-be7c-e71c6138f665'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		22d32a62-d0ae-4194-be7c-e71c6138f665	Mycobacterium tuberculosis	SAMN03648536	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101290	2015-07-17 00:02:14	SRA277626	SAMN03648537	missing	missing	missing	[{'isolate': '3bf37ed2-6088-4e86-bcf5-91102ac29b9d'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		3bf37ed2-6088-4e86-bcf5-91102ac29b9d	Mycobacterium tuberculosis	SAMN03648537	S	S	S	R	S	No result	No result	No result	No result	No result	No result
SRR2101291	2015-07-24 10:42:15	SRA277626	SAMN03648538	missing	missing	missing	[{'isolate': 'ddb3278c-b35d-4746-be2f-4a0e8071cec8'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		ddb3278c-b35d-4746-be2f-4a0e8071cec8	Mycobacterium tuberculosis	SAMN03648538	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101292	2015-07-22 14:07:17	SRA277626	SAMN03648539	missing	missing	missing	[{'isolate': '719b7987-e470-4af1-afed-ada5a439c75c'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		719b7987-e470-4af1-afed-ada5a439c75c	Mycobacterium tuberculosis	SAMN03648539	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101293	2015-07-23 13:20:18	SRA277626	SAMN03648540	missing	missing	missing	[{'isolate': '8b2b8f5c-a607-4376-850d-a9a02cbe29cb'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		8b2b8f5c-a607-4376-850d-a9a02cbe29cb	Mycobacterium tuberculosis	SAMN03648540	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101294	2015-07-22 13:40:24	SRA277626	SAMN03648541	missing	missing	missing	[{'isolate': '679552dd-bcc9-47ea-9bec-4f1d457f0922'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		679552dd-bcc9-47ea-9bec-4f1d457f0922	Mycobacterium tuberculosis	SAMN03648541	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101295	2015-07-23 21:30:24	SRA277626	SAMN03648542	missing	missing	missing	[{'isolate': '9d41ed0c-02bd-4ba3-aa73-c22f73b5e250'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		9d41ed0c-02bd-4ba3-aa73-c22f73b5e250	Mycobacterium tuberculosis	SAMN03648542	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101296	2015-07-17 03:34:15	SRA277626	SAMN03648543	missing	missing	missing	[{'isolate': '57104551-39be-43df-9c13-fdf8f3bcb399'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		57104551-39be-43df-9c13-fdf8f3bcb399	Mycobacterium tuberculosis	SAMN03648543	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101297	2015-07-17 03:33:16	SRA277626	SAMN03648544	missing	missing	missing	[{'isolate': '567d5ed3-a555-489c-800a-6d4f75c4a503'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		567d5ed3-a555-489c-800a-6d4f75c4a503	Mycobacterium tuberculosis	SAMN03648544	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101298	2015-07-17 00:02:14	SRA277626	SAMN03648545	missing	missing	missing	[{'isolate': '48183eb0-e209-423a-af9f-45a223605056'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		48183eb0-e209-423a-af9f-45a223605056	Mycobacterium tuberculosis	SAMN03648545	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101299	2015-07-17 00:00:00	SRA277626	SAMN03648546	missing	missing	missing	[{'isolate': 'e6b957b0-97da-476c-9bd0-4dac13ff6468'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		e6b957b0-97da-476c-9bd0-4dac13ff6468	Mycobacterium tuberculosis	SAMN03648546	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101320	2015-07-17 00:02:14	SRA277626	SAMN03648567	missing	missing	missing	[{'isolate': '4390e118-4b50-4a5c-be3d-273cc1a76a3b'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		4390e118-4b50-4a5c-be3d-273cc1a76a3b	Mycobacterium tuberculosis	SAMN03648567	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101321	2015-07-23 19:29:14	SRA277626	SAMN03648568	missing	missing	missing	[{'isolate': '993d7459-79c1-48d4-bedd-a576615e8fbc'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		993d7459-79c1-48d4-bedd-a576615e8fbc	Mycobacterium tuberculosis	SAMN03648568	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101323	2015-07-17 00:02:14	SRA277626	SAMN03648570	missing	missing	missing	[{'isolate': '3c884b19-30cd-49c7-86ee-797907edc070'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		3c884b19-30cd-49c7-86ee-797907edc070	Mycobacterium tuberculosis	SAMN03648570	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101324	2015-07-17 00:02:14	SRA277626	SAMN03648571	missing	missing	missing	[{'isolate': '1321b9e9-2893-4e10-8d43-28e2dd9d9ed7'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		1321b9e9-2893-4e10-8d43-28e2dd9d9ed7	Mycobacterium tuberculosis	SAMN03648571	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101325	2015-07-23 13:21:16	SRA277626	SAMN03648572	missing	missing	missing	[{'isolate': '8c8af5ef-e06b-4814-a0f3-2d3adfa45ad8'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		8c8af5ef-e06b-4814-a0f3-2d3adfa45ad8	Mycobacterium tuberculosis	SAMN03648572	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101326	2015-07-17 00:02:14	SRA277626	SAMN03648573	missing	missing	missing	[{'isolate': '1dc82247-2dd8-45e4-866d-c6ccb19fc540'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		1dc82247-2dd8-45e4-866d-c6ccb19fc540	Mycobacterium tuberculosis	SAMN03648573	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101327	2015-07-23 19:26:14	SRA277626	SAMN03648574	missing	missing	missing	[{'isolate': '98b98d00-6020-4043-b18b-8f9827103cd7'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		98b98d00-6020-4043-b18b-8f9827103cd7	Mycobacterium tuberculosis	SAMN03648574	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101328	2015-07-17 00:02:14	SRA277626	SAMN03648575	missing	missing	missing	[{'isolate': '2853da5b-0762-4de0-95f4-26ff5ed493b0'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		2853da5b-0762-4de0-95f4-26ff5ed493b0	Mycobacterium tuberculosis	SAMN03648575	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101329	2015-07-17 00:02:14	SRA277626	SAMN03648576	missing	missing	missing	[{'isolate': '3360abd6-49c0-4a63-84dd-291fb973d269'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		3360abd6-49c0-4a63-84dd-291fb973d269	Mycobacterium tuberculosis	SAMN03648576	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2101345	2015-07-23 15:09:21	SRA277626	SAMN03648592	missing	missing	missing	[{'isolate': '95215183-2e83-4701-9d43-d80f36eba228'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		95215183-2e83-4701-9d43-d80f36eba228	Mycobacterium tuberculosis	SAMN03648592	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101346	2015-07-23 08:19:15	SRA277626	SAMN03648593	missing	missing	missing	[{'isolate': '869f42ee-9118-4daf-8add-62979b89fb5e'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		869f42ee-9118-4daf-8add-62979b89fb5e	Mycobacterium tuberculosis	SAMN03648593	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101347	2015-07-17 00:02:02	SRA277626	SAMN03648594	missing	missing	missing	[{'isolate': '525003bb-96dc-4fbb-9571-f4c3611c0d1f'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		525003bb-96dc-4fbb-9571-f4c3611c0d1f	Mycobacterium tuberculosis	SAMN03648594	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101348	2015-07-23 22:35:21	SRA277626	SAMN03648595	missing	missing	missing	[{'isolate': 'b9e35e25-4c70-4ce2-bdd5-bb5485c51f61'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		b9e35e25-4c70-4ce2-bdd5-bb5485c51f61	Mycobacterium tuberculosis	SAMN03648595	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2101349	2015-07-23 21:32:18	SRA277626	SAMN03648596	missing	missing	missing	[{'isolate': 'a01dbc8f-3b07-411c-bfeb-b18ae85bd01c'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		a01dbc8f-3b07-411c-bfeb-b18ae85bd01c	Mycobacterium tuberculosis	SAMN03648596	R	S	S	S	S	No result	No result	No result	No result	No result	No result
